name,partyChanger,num,isFemale,isIndependent,isAkjol,isSDPK,isCommunist,isAtameken,isAtajurt,isRepublic,isArnamys,isBirbol,isKyrgyzstan,isOnuguu,isRepAtajurt,allParties,sozyv,party,sozyvMisser
Султанов Марат Абдыразакович,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0
Султанов Марат Абдыразакович,0,65,0,1,0,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0
Сурабалдиева Эльвира Жыргалбековна,0,121,1,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Суракматов Азиз Эмильбекович,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Сыдыгалиев Бектен Качкыналиевич,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Сыдыгалиев Нурбек Омурбекович,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Сыдыков Бактыбек Усенович,0,77,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Сыдыкова Лейла Чынтургановна,0,33,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Тагаев Айтибай Султанович,0,25,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Тагаев Айтибай Султанович,0,32,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Тагаев Рашид Бакирович,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Тагаев Рашид Бакирович,0,31,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Тагаев Эрмамат Султанович,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,Бир Бол",6,Бир Бол,
Талиева Камила Абдыразаковна,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Ташиев Камчыбек Кыдыршаевич,0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0
Ташиев Камчыбек Кыдыршаевич,0,58,0,1,0,0,0,0,1,0,0,0,0,0,0,"Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0
Текебаев Омурбек Чиркешович,0,31,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,Ата Мекен,Ата Мекен",3,Самовыдвиженец,2.0
Текебаев Омурбек Чиркешович,0,40,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,Ата Мекен,Ата Мекен",5,Ата Мекен,2.0
Текебаев Омурбек Чиркешович,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,"Самовыдвиженец,,Ата Мекен,Ата Мекен",6,Ата Мекен,2.0
Тербишалиев Данияр Омурзакович,0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Тиллаев Таабалды Гапырович,0,82,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Токторов Алмазбек Сатиевич,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Токтошев Эмиль Токтакунович,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Тологонов Райкан,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Толонов Арапбай,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0
Толонов Арапбай,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0
Толонов Данияр Эрмекович,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Торобаев Бакыт Эргешевич,1,29,0,0,1,0,0,0,0,1,0,0,0,1,0,",Ак Жол,Республика,Онугуу-Прогресс",4,Ак Жол,1.0
Торобаев Бакыт Эргешевич,1,88,0,0,1,0,0,0,0,1,0,0,0,1,0,",Ак Жол,Республика,Онугуу-Прогресс",5,Республика,1.0
Торобаев Бакыт Эргешевич,1,58,0,0,1,0,0,0,0,1,0,0,0,1,0,",Ак Жол,Республика,Онугуу-Прогресс",6,Онугуу-Прогресс,1.0
Торобаев Эргеш Торобаевич,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Торобеков Нурлан Надирович,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Торокулов Дуйшон Гуламкадырович,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,Бир Бол",6,Бир Бол,
Тотонов Нурбек Темирбекович,0,87,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Тулендыбаев Пархат Розымович,1,28,0,0,1,0,0,0,0,1,0,0,0,0,1,",Ак Жол,,Республика - Ата Журт",4,Ак Жол,2.0
Тулендыбаев Пархат Розымович,1,71,0,0,1,0,0,0,0,1,0,0,0,0,1,",Ак Жол,,Республика - Ата Журт",6,Республика - Ата Журт,2.0
Туманбаева Рада Мураталыевна,0,74,1,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Туманов Кубанычбек Туманович,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Туманов Токтогул Туманович,0,101,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Турсунбаев Азизбек Атакозуевич,1,28,0,1,1,0,0,0,0,0,0,0,1,0,0,"Самовыдвиженец,Ак Жол,,Кыргызстан",3,Самовыдвиженец,2.0
Турсунбаев Азизбек Атакозуевич,1,27,0,1,1,0,0,0,0,0,0,0,1,0,0,"Самовыдвиженец,Ак Жол,,Кыргызстан",4,Ак Жол,2.0
Турсунбаев Азизбек Атакозуевич,1,31,0,1,1,0,0,0,0,0,0,0,1,0,0,"Самовыдвиженец,Ак Жол,,Кыргызстан",6,Кыргызстан,2.0
Турсунбеков Чыныбай Акунович,0,114,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,СДПК",5,СДПК,1.0
Турсунбеков Чыныбай Акунович,0,130,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,СДПК",6,СДПК,1.0
Турусбеков Бактыбек Сагындыкович,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,Бир Бол",6,Бир Бол,
Турускулов Жыргалбек Куручбекович,0,80,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Тюлеев Нариман Ташболотович,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Узакбаев Абылкайыр Осмонбекович,0,59,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,Онугуу-Прогресс",6,Онугуу-Прогресс,
Узакбаев Талантбек Макишович,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,",,Ар-Намыс,",5,Ар-Намыс,
Урманаев Султан Исакунович,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Хакимов Абдумуталип Мирзарахимович,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Чойбеков Руслан Нуркалиевич,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Чолпонбаев Улан Сапарбекович,1,69,0,0,0,0,0,0,1,1,0,0,0,0,1,",,Ата-Журт,Республика - Ата Журт",5,Ата-Журт,1.0
Чолпонбаев Улан Сапарбекович,1,88,0,0,0,0,0,0,1,1,0,0,0,0,1,",,Ата-Журт,Республика - Ата Журт",6,Республика - Ата Журт,1.0
Чудинов Игорь Витальевич,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,Бир Бол",6,Бир Бол,
Шабанова Татьяна Владимировна,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,",Ак Жол,,",4,Ак Жол,
Шабатоев Руслан Алымкулович,0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,",СДПК,,",4,СДПК,
Шадиев Аскарбек Алимбаевич,1,26,0,1,1,0,0,0,0,0,0,1,0,0,0,"Самовыдвиженец,Ак Жол,,Бир Бол",3,Самовыдвиженец,2.0
Шадиев Аскарбек Алимбаевич,1,25,0,1,1,0,0,0,0,0,0,1,0,0,0,"Самовыдвиженец,Ак Жол,,Бир Бол",4,Ак Жол,2.0
Шадиев Аскарбек Алимбаевич,1,25,0,1,1,0,0,0,0,0,0,1,0,0,0,"Самовыдвиженец,Ак Жол,,Бир Бол",6,Бир Бол,2.0
Шайназаров Тынчтык Урайимович,1,77,0,0,0,0,0,0,0,1,0,0,0,1,0,",,Республика,Онугуу-Прогресс",5,Республика,1.0
Шайназаров Тынчтык Урайимович,1,60,0,0,0,0,0,0,0,1,0,0,0,1,0,",,Республика,Онугуу-Прогресс",6,Онугуу-Прогресс,1.0
Шарапов Закир Эшматович,0,73,0,0,0,0,0,0,0,1,0,0,0,0,1,",,,Республика - Ата Журт",6,Республика - Ата Журт,
Шер Болот,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Ата Мекен,",5,Ата Мекен,
Шер-Нияз Садык,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Шерниязов Болотбек Эсентаевич,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Шин Роман Александрович,1,23,0,1,0,0,1,0,1,0,0,0,1,0,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,Ата-Журт,",3,Самовыдвиженец,1.0
Шин Роман Александрович,1,81,0,1,0,0,1,0,1,0,0,0,1,0,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,Ата-Журт,",4,Партия коммунистов Кыргызстана,1.0
Шин Роман Александрович,1,51,0,1,0,0,1,0,1,0,0,0,1,0,0,"Самовыдвиженец,Партия коммунистов Кыргызстана,Ата-Журт,",5,Ата-Журт,1.0
Шыкмаматов Алмамбет Насырканович,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,",,,Ата Мекен",6,Ата Мекен,
Эгембердиев Максатбек Бакирович,0,125,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,СДПК",6,СДПК,
Эгембердиев Шерали,0,88,0,0,0,0,1,0,0,0,0,0,1,0,0,",Партия коммунистов Кыргызстана,,",4,Партия коммунистов Кыргызстана,
Эргешов Алмазбек Манасбекович,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,Кыргызстан",6,Кыргызстан,
Эрматов Эгемберди,0,108,0,0,0,1,0,0,0,0,0,0,0,0,0,",,СДПК,",5,СДПК,
Эсеналиева Сымбат,0,54,1,0,0,0,0,0,1,0,0,0,0,0,0,",,Ата-Журт,",5,Ата-Журт,
Эсенаманов Замирбек Садыбакасович,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Эшимканов Мелис Асаналиевич,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,"Самовыдвиженец,,,",3,Самовыдвиженец,
Юсуров Абдумажит Лелезович,1,24,0,0,1,0,0,0,0,0,0,0,0,1,0,",Ак Жол,,Онугуу-Прогресс",4,Ак Жол,2.0
Юсуров Абдумажит Лелезович,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,",Ак Жол,,Онугуу-Прогресс",6,Онугуу-Прогресс,2.0
