name,isPartyConstant,partyCount,partyChanger,num,isFemale,isIndependent,isAkjol,isSDPK,isCommunist,isAtameken,isAtajurt,isRepublic,isArnamys,isAlga,isAdilet,isOther,isNodata,isBirbol,isKyrgyzstan,isOnuguu,isRepAtajurt,allParties,sozyv,party,sozyvMisser,idname
Кожомкулов Тулемуш Жапаркулович,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,235
Койчубаков Нурлан Кенешович,0,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,236
Комиссарова Любовь Николаевна,0,1,0,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,237
Конушбаев Тынчтыкбек Кадырбекович,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,238
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",1,Нет данных,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,98,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",2,Нет данных,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,55,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",3,Самовыдвиженец,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,86,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",4,Партия коммунистов КР,1.0,239
Кочкоров Эсенбай,0,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,240
Кочкоров Эсенбай,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,240
Кудайбергенов Джаныш Камчыбекович,0,3,1,62,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,Ата-Журт,",3,Самовыдвиженец,1.0,241
Кудайбергенов Джаныш Камчыбекович,0,3,1,17,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,Ата-Журт,",4,Ак Жол,1.0,241
Кудайбергенов Джаныш Камчыбекович,0,3,1,66,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,Ата-Журт,",5,Ата-Журт,1.0,241
Кудайбергенов Камчыбек,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,242
Кудайбердиев Атагельди,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,243
Кулбаев Абдирейим Стамкулович,0,1,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,244
Кулбараков Абтандил Илдузович,0,1,0,121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,245
Куликова Галина Александровна,0,1,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,246
Кулмурзаев Тургунбек Насипович,0,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,247
Кулов Феликс Шаршенбаевич,0,1,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,248
Кунакунов Максат Касымжанович,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,249
Курманов Зайнидин Карпекович,0,2,0,97,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,Ак Жол,,",2,Нет данных,2.0,250
Курманов Зайнидин Карпекович,0,2,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,Ак Жол,,",4,Ак Жол,2.0,250
Кучуков Махмут Мамаевич,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,251
Кыдыралиев Умбеталы Токторалиевич,0,1,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,252
Кыдыров Дуйшембек Шакирович,0,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,253
Левина Татьяна Владимировна,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,254
Летова Ирина Витальевна,0,1,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,255
Лобода Андрей Юрьевич,0,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,256
Мавлянова Махабат Эргешовна,0,1,0,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,257
Мадеминов Мурадыл Ганыевич,0,1,0,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,258
Мадумаров Адахан Кимсанбаевич,0,3,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,Ак Жол,,",1,Нет данных,2.0,259
Мадумаров Адахан Кимсанбаевич,0,3,0,94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,Ак Жол,,",2,Нет данных,2.0,259
Мадумаров Адахан Кимсанбаевич,0,3,0,77,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,Ак Жол,,",4,Ак Жол,2.0,259
Мадылбеков Туратбек,0,1,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,",5,Ата Мекен,,260
Мажитова Шарапаткан,0,1,0,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,261
Макеев Нурланбек Кадыкеевич,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,262
Малабаев Муратбек Жеенбекович,0,1,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,,",3,Самовыдвиженец,,263
Малеваная Оксана Александровна,0,1,0,93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,264
Малиев Арсланбек Касымакунович,0,3,0,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,,,",1,Нет данных,1.0,265
Малиев Арсланбек Касымакунович,0,3,0,92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,,,",2,Нет данных,1.0,265
Малиев Арсланбек Касымакунович,0,3,0,68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,,,",3,Самовыдвиженец,1.0,265
Мамакеев Мамбет,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,266
Маманов Рустам Ырысбаевич,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,267
Мамасаидов Мухаммаджан Ташалиевич,0,4,1,79,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Нет данных,Нет данных,Алга Кыргызстан,Ак Жол,,",1,Нет данных,1.0,268
Мамасаидов Мухаммаджан Ташалиевич,0,4,1,48,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Нет данных,Нет данных,Алга Кыргызстан,Ак Жол,,",2,Нет данных,1.0,268
Мамасаидов Мухаммаджан Ташалиевич,0,4,1,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Нет данных,Нет данных,Алга Кыргызстан,Ак Жол,,",3,Алга Кыргызстан,1.0,268
Мамасаидов Мухаммаджан Ташалиевич,0,4,1,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Нет данных,Нет данных,Алга Кыргызстан,Ак Жол,,",4,Ак Жол,1.0,268
Мамасалиев Алишер Тургунбаевич,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,269
Мамасейитова Бумайрам Уташевна,0,1,0,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,",,,Партия коммунистов КР,,",4,Партия коммунистов КР,,270
Маматалиев Абдырахман Мадакимович,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,271
Маматалиев Марлен Абдырахманович,0,1,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,272
Маматов Абдимуктар Маматович,1,2,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,Ата Мекен",5,Ата Мекен,1.0,273
Маматов Абдимуктар Маматович,1,2,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,Ата Мекен",6,Ата Мекен,1.0,273
Маматов Бактыгул Арстанович,0,1,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,274
Маматов Самаган,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,275
Мамашова Айсулуу Турусбековна,0,1,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,,Ата Мекен",6,Ата Мекен,,276
Мамаюсупов Омурзак Шеранович,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,277
Мамбеталиева Асель Усаиновна,0,1,0,91,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,278
Мамыров Раимбек Сатыкулович,0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,,",3,Самовыдвиженец,,279
Мамырова Бодош Аманбаевна,0,1,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,280
Мамытов Миталип,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,281
Мамытов Талант Турдумаматович,1,2,0,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,,Ата-Журт,Республика - Ата Журт",5,Ата-Журт,1.0,282
Мамытов Талант Турдумаматович,1,2,0,94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,,Ата-Журт,Республика - Ата Журт",6,Республика - Ата Журт,1.0,282
Мамытов Токтокучук Болотбекович,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,283
Маннанов Ильхом Абдукахарович,0,1,0,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,284
Марипов Асамидин,0,2,0,46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,",Нет данных,Алга Кыргызстан,,,",2,Нет данных,1.0,285
Марипов Асамидин,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,",Нет данных,Алга Кыргызстан,,,",3,Алга Кыргызстан,1.0,285
Марипов Болот Арапбаевич,0,1,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,,",3,Самовыдвиженец,,286
Марышев Анатолий Никитович,0,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,287
Масабиров Таалайбек Айтмаматович,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,288
Масалиев Абсамат Масалиевич,0,2,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,289
Масалиев Абсамат Масалиевич,0,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,289
Масалиев Исхак Абсаматович,0,4,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,",Нет данных,Партия коммунистов КР,Партия коммунистов КР,,Онугуу-Прогресс",2,Нет данных,2.0,290
Масалиев Исхак Абсаматович,0,4,1,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,",Нет данных,Партия коммунистов КР,Партия коммунистов КР,,Онугуу-Прогресс",3,Партия коммунистов КР,2.0,290
Масалиев Исхак Абсаматович,0,4,1,84,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,",Нет данных,Партия коммунистов КР,Партия коммунистов КР,,Онугуу-Прогресс",4,Партия коммунистов КР,2.0,290
Масалиев Исхак Абсаматович,0,4,1,65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,",Нет данных,Партия коммунистов КР,Партия коммунистов КР,,Онугуу-Прогресс",6,Онугуу-Прогресс,2.0,290
Матраимов Искендер Исмаилович,0,1,0,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,291
Матубраимов Алманбет,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,292
Матыев Эркинбек Сагыналиевич,0,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,293
Медетбеков Шамшыбек Осмонкулович,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,294
Мискенбаев Мээрбек Жайлообаевич,0,1,0,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,295
Молдобаев Нарынбек,0,2,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,Ата-Журт,",4,Ак Жол,1.0,296
Молдобаев Нарынбек,0,2,1,57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,Ата-Журт,",5,Ата-Журт,1.0,296
Молдобекова Гулкан Сакиновна,0,1,0,111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,297
Молдогазиев Эркинтур,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,298
Молдоташев Ишенбай Курманович,0,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,299
Молдошева Динара Автандиловна,0,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,300
Момбеков Рыскелди Чыныбекович,0,1,0,116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,301
Момуналиев Талгарбек,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,302
Момункулов Авасбек,0,1,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Алга Кыргызстан,,,",3,Алга Кыргызстан,,303
Морозов Павел Александрович,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,304
Мукамбаев Усуп,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,305
Мукашев Муратбек Осмоналиевич,0,2,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,",Нет данных,Ата-Журт,,,",2,Нет данных,1.0,306
Мукашев Муратбек Осмоналиевич,0,2,0,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,",Нет данных,Ата-Журт,,,",3,Ата-Журт,1.0,306
Мурашев Нурбек Мурпазылжанович,0,1,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,,Республика,",5,Республика,,307
Мурзубраимов Бектемир,0,3,0,97,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,,,",1,Нет данных,1.0,308
Мурзубраимов Бектемир,0,3,0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,,,",2,Нет данных,1.0,308
Мурзубраимов Бектемир,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,,,",3,Адилет,1.0,308
Мусабекова Жылдыз Аманбековна,0,1,0,126,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,309
Мусаев Насыр Исмазович,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,310
Мусулманкулов Октябрй Кыдырмаевич,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,311
Мырзакматов Мелисбек Жоошбаевич,0,1,0,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,312
Назаралиев Эсенбай Сейдилдаевич,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,313
Назаров Айтмамат Кошоевич,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,314
Назаров Орзубек Пулетович,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,315
Наргозуев Бегалы Молдогозуевич,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,316
Нарматова Надира Азимовна,0,1,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,317
Никитенко Наталья Владимировна,1,2,0,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,Ата Мекен",5,Ата Мекен,1.0,318
Никитенко Наталья Владимировна,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,Ата Мекен",6,Ата Мекен,1.0,318
Нишанов Нургазы Нурланович,0,1,0,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,319
Ниязалиева Дамира Абаскановна,1,2,0,94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,",4,СДПК,1.0,320
Ниязалиева Дамира Абаскановна,1,2,0,118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,",5,СДПК,1.0,320
Нур уулу Досбол,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,321
Нурбаев Абдывахап Мамадрасулович,0,1,0,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,322
Нуржанов Бакытбек Качкынбаевич,0,1,0,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,323
Нурматов Кубанычбек Советович,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,324
Нышанов Сайдилла Канболотович,0,2,0,64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,,Ата Мекен",3,Самовыдвиженец,3.0,325
Нышанов Сайдилла Канболотович,0,2,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,,Ата Мекен",6,Ата Мекен,3.0,325
Обдунов Элмурат Абдувапович,0,1,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,,Республика,",5,Республика,,326
Омурбекова Алтынай Сейтбековна,1,2,0,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,Республика,Республика - Ата Журт",5,Республика,1.0,327
Омурбекова Алтынай Сейтбековна,1,2,0,102,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,Республика,Республика - Ата Журт",6,Республика - Ата Журт,1.0,327
Омуркулов Иса Шейшенкулович,0,5,1,95,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,СДПК,,СДПК",1,Нет данных,2.0,328
Омуркулов Иса Шейшенкулович,0,5,1,39,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,СДПК,,СДПК",2,Нет данных,2.0,328
Омуркулов Иса Шейшенкулович,0,5,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,СДПК,,СДПК",3,Адилет,2.0,328
Омуркулов Иса Шейшенкулович,0,5,1,93,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,СДПК,,СДПК",4,СДПК,2.0,328
Омуркулов Иса Шейшенкулович,0,5,1,107,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Нет данных,Нет данных,Адилет,СДПК,,СДПК",6,СДПК,2.0,328
Ормонов Улугбек Зулпукарович,0,3,1,65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,Самовыдвиженец,Ак Жол,,Бир Бол",3,Самовыдвиженец,2.0,329
Ормонов Улугбек Зулпукарович,0,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,Самовыдвиженец,Ак Жол,,Бир Бол",4,Ак Жол,2.0,329
Ормонов Улугбек Зулпукарович,0,3,1,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,Самовыдвиженец,Ак Жол,,Бир Бол",6,Бир Бол,2.0,329
Орозалиев Табылды,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,330
Орозбаев Мамат,0,3,0,35,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,Самовыдвиженец,,СДПК,",1,Нет данных,2.0,331
Орозбаев Мамат,0,3,0,58,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,Самовыдвиженец,,СДПК,",3,Самовыдвиженец,2.0,331
Орозбаев Мамат,0,3,0,104,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,Самовыдвиженец,,СДПК,",5,СДПК,2.0,331
Орозова Карамат Бабашевна,0,1,0,117,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,332
Оскомбаев Дамир Абдыкеримович,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Алга Кыргызстан,,,",3,Алга Кыргызстан,,333
Осмоналиев Каныбек,0,1,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,334
Осмонов Бекмамат,0,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,335
Осмонов Курманбек Эргешович,0,1,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,336
Осмонов Малик Калылович,0,1,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,,Республика,",5,Республика,,337
Осмонова Айнура Шермаматовна,0,1,0,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,338
Осмонова Нурзат Курманбековна,0,1,0,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,339
Отунбаева Роза Исаковна,0,1,0,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,",4,СДПК,,340
Пирматов Исхак Айтбаевич,0,2,1,86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,",,,,Республика,Бир Бол",5,Республика,1.0,341
Пирматов Исхак Айтбаевич,0,2,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,",,,,Республика,Бир Бол",6,Бир Бол,1.0,341
Покусаев Олег Николаевич,0,1,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,342
Попов Сергей Владимирович,0,2,0,67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0,343
Попов Сергей Владимирович,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0,343
Примов Бердибай,0,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,344
Примов Улан Бердибаевич,0,1,0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,345
Проненко Алевтина Павловна,0,2,0,48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,346
Проненко Алевтина Павловна,0,2,0,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,346
Раимбеков Жолдошбек Раимбекович,0,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,347
Раимкулов Асан,0,2,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,348
