index,name,party
29.,Жумабекова Турдукан Абдыкарыевна,Политическая партия «Народная партия «Ак Жол»
30.,Жээнбеков Асилбек Шарипович,Социал-демократическая партия Кыргызстана (СДПК)
31.,Ибрагимов Сергей Мухамедович,Политическая партия «Народная партия «Ак Жол»
32.,Иманалиева Айнура Касымбековна,Политическая партия «Народная партия «Ак Жол»
33.,Исабеков Кубанычбек Сатиндиевич,Политическая партия «Народная партия «Ак Жол»
34.,Исаева Динара Шертаевна,Политическая партия «Народная партия «Ак Жол»
35.,Исанова Мария Насирдиновна,Политическая партия «Народная партия «Ак Жол»
36.,Кабаев Акбаралы Саринжиевич,Политическая партия «Народная партия «Ак Жол»
37.,Кадыралиев Санжарбек Кармышакович,Политическая партия «Народная партия «Ак Жол»
38.,Кадыров Кубанычбек Бекбосунович,Социал-демократическая партия Кыргызстана (СДПК)
39.,Калмаматов Ажибай Айтиевич,Политическая партия «Народная партия «Ак Жол»
40.,Каниметов Жангороз,Политическая партия «Народная партия «Ак Жол»
41.,Карабеков Кабай Джабаевич,Политическая партия «Народная партия «Ак Жол»
42.,Карамушкина Ирина Юрьевна,Социал-демократическая партия Кыргызстана (СДПК)
43.,Каримов Алмазбек Ташполотович,Политическая партия «Народная партия «Ак Жол»
44.,Кенжебаева Айнур Абдурасуловна,Политическая партия «Народная партия «Ак Жол»
45.,Керимова Нурбюбю Сартовна,Политическая партия «Народная партия «Ак Жол»
46.,Койчубаков Нурлан Кенешович,Политическая партия «Народная партия «Ак Жол»
47.,Коркмазов Хаджимурат Зулкарнаевич,Партия коммунистов Кыргызстана
48.,Кудайбергенов Джаныш Камчибекович,Политическая партия «Народная партия «Ак Жол»
49.,Кулбаев Абдирейим Стамкулович,Политическая партия «Народная партия «Ак Жол»
50.,Куликова Галина Александровна,Политическая партия «Народная партия «Ак Жол»
51.,Кунакунов Максат Касымжанович,Политическая партия «Народная партия «Ак Жол»
52.,Курманов Зайнидин Карпекович,Политическая партия «Народная партия «Ак Жол»
53.,Кыдыров Дуйшембек Шакирович,Политическая партия «Народная партия «Ак Жол»
54.,Летова Ирина Витальевна,Политическая партия «Народная партия «Ак Жол»
55.,Мамасаидов Махаммаджан Ташалиевич,Политическая партия «Народная партия «Ак Жол»
56.,Мамасалиев Алишер Тургунбаевич,Политическая партия «Народная партия «Ак Жол»
57.,Мамасейитова Бумайрам Уташевна,Партия коммунистов Кыргызстана
58.,Масалиев Исхак Абсаматович,Партия коммунистов Кыргызстана
59.,Молдобаев Нарынбек,Политическая партия «Народная партия «Ак Жол»
60.,Молдошева Динара Автандиловна,Политическая партия «Народная партия «Ак Жол»
61.,Назаров Орзубек Пулетович,Политическая партия «Народная партия «Ак Жол»
62.,Наргозуев Бегалы Молдогозуевич,Политическая партия «Народная партия «Ак Жол»
63.,Ниязалиева Дамира Абаскановна,Социал-демократическая партия Кыргызстана (СДПК)
64.,Омуркулов Иса Шейшенкулович,Социал-демократическая партия Кыргызстана (СДПК)
65.,Ормонов Улугбек Зулпукарович,Политическая партия «Народная партия «Ак Жол»
66.,Орозалиев Табылды,Политическая партия «Народная партия «Ак Жол»
67.,Отунбаева Роза Исаковна,Социал-демократическая партия Кыргызстана (СДПК)
68.,Попов Сергей Владимирович,Политическая партия «Народная партия «Ак Жол»
69.,Рахимдинова Жылдыз Турсуновна ,Политическая партия «Народная партия «Ак Жол»
70.,Сабиров Алишер Ахмедович,Политическая партия «Народная партия «Ак Жол»
71.,Садыбакасова Шарипа,Политическая партия«Народная партия «Ак Жол»
72.,Сакебаев Советбек Абдышевич,Политическая партия «Народная партия «Ак Жол»
73.,Салахудинов Жалаллидин Сабахидинович ,Политическая партия «Народная партия «Ак Жол»
74.,Салымбеков Аскар Мааткабылович,Политическая партия «Народная партия «Ак Жол»
75.,Сан Борис Анатольевич,Политическая партия «Народная партия «Ак Жол»
76.,Сейтказиев Анаш Токтосунович,Партия коммунистов Кыргызстана
77.,Сидоренко Раиса Васильевна,Политическая партия «Народная партия «Ак Жол»
78.,Сулайманов Алтынбек Турдубаевич,Политическая партия «Народная партия «Ак Жол»
79.,Султаналиева Гульжамал Тиленбаевна,Партия коммунистов Кыргызстана
80.,Сыдыкова Лейла Чынтургановна,Политическая партия «Народная партия «Ак Жол»
81.,Тагаев Айтибай Султанович,Политическая партия «Народная партия «Ак Жол»
82.,Тагаев Рашид Бакирович,Политическая партия «Народная партия «Ак Жол»
83.,Толонов Арапбай,Политическая партия «Народная партия «Ак Жол»
84.,Торобаев Бакыт Эргешевич,Политическая партия «Народная партия «Ак Жол»
85.,Тулендыбаев Пархат Розымович,Политическая партия «Народная партия «Ак Жол»
86.,Турсунбаев Азизбек Атакозуевич,Политическая партия «Народная партия «Ак Жол» 
87.,Шабатоев Руслан Алымкулович,Социал-демократическая партия Кыргызстана (СДПК)
88.,Шадиев Аскарбек Алимбаевич,Политическая партия «Народная партия «Ак Жол»
89.,Шин Роман ,Партия коммунистов Кыргызстана
90.,Юсуров Абдумеджит Лелезович,Политическая партия «Народная партия «Ак Жол»
