name,party_I,party_II,party_III,party_IV,party_V,party_VI,partyChanger,isFemale,allParties,partyCount,isPartyConstant
Бекбоев Бакытбек Сагыналиевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Асанов Бектур Жантороевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Алымкулов Карыпбек,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Абдурасулова Тажиниса,,Самовыдвиженцы,,,,,0,1,",Самовыдвиженцы,,,,",1,False
Боромбаева Токтокан Жолуевна,,Самовыдвиженцы,,,,,0,1,",Самовыдвиженцы,,,,",1,False
Султанов Алымбай Алымбекович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Субанов Мырзакан Усурканович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Молдоташев Ишенбай Курманович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Мамбеталиева Асель Усаиновна,,Самовыдвиженцы,,,,,0,1,",Самовыдвиженцы,,,,",1,False
Малеваная Оксана Александровна,,Самовыдвиженцы,,,,,0,1,",Самовыдвиженцы,,,,",1,False
Лобода Андрей Юрьевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Кучуков Махмут Мамаевич,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Комиссарова Любовь Николаевна,,Самовыдвиженцы,,,,,0,1,",Самовыдвиженцы,,,,",1,False
Керимбеков Бакыт Макенович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Карпасов Александр Викторович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
Эшенкулов Жениш Жусупбекович,,Самовыдвиженцы,,,,,0,0,",Самовыдвиженцы,,,,",1,False
